projectID,taskID,taskName,status,deadline
441,4,Outline handoff documentation for Operations before Friday,in progress,2022-01-12
441,5,Coordinate incident reports this sprint,in progress,2023-02-17
441,6,Monitor facility access requests for Finance,in progress,2021-12-10
441,7,Coordinate risk registers for Sales with HR,in review,2023-03-21
441,8,Summarize support tickets for HR before Friday,in review,2021-11-20
442,1,Coordinate budget variance notes for HR for Q2,in review,2026-06-14
442,2,Track vendor contracts,in review,2026-11-06
442,3,Analyze client proposals with HR,in review,2027-01-14
442,4,Implement compliance checklists for HR for Q4,in progress,2026-04-20
442,5,Analyze vendor contracts for Marketing,approved,2027-03-17
442,6,Submit annual reviews for Finance,in progress,2026-08-09
442,7,Archive hiring requisitions for HR for Q2,approved,2027-02-07
442,8,Coordinate compliance checklists for Finance for Q4,in review,2026-08-04
443,1,Confirm release notes with legal,in progress,2024-12-05
443,2,Monitor weekly stakeholder feedback for Q4,approved,2024-10-13
443,3,Confirm purchase orders for Engineering for Q3,in progress,2026-01-08
443,4,Monitor scope change requests for Marketing — draft,complete,2025-11-02
443,5,Validate pending incident reports this sprint,in review,2025-05-28
443,6,Publish payroll exceptions for Q1,approved,2025-11-04
443,7,Finalize support tickets for Q1,approved,2025-07-16
443,8,Document timesheets for Finance — follow-up,approved,2025-10-15
444,1,Publish budget variance notes with legal,approved,2020-11-09
444,2,Implement monthly client proposals before Friday,in progress,2020-12-20
444,3,Analyze expense reports for leadership review,approved,2021-12-23
444,4,Complete weekly marketing briefs for Q4,in progress,2021-09-19
444,5,Finalize monthly support tickets for Q1,in review,2021-04-07
444,6,Summarize department KPIs for Operations (internal),approved,2021-11-01
444,7,Prepare invoice approvals for Finance this sprint,in progress,2021-04-11
444,8,Plan monthly invoice approvals with legal,in review,2021-03-02
445,1,Analyze upcoming release notes for Q1,approved,2024-10-29
445,2,Publish software licenses for HR for Q2,overdue,2025-12-05
445,3,Complete marketing briefs for Finance before Friday,approved,2024-06-15
445,4,Prepare product requirements for Sales for leadership review,in review,2024-10-21
445,5,Publish weekly risk registers this sprint,in review,2026-01-25
445,6,Prepare pending compliance checklists — draft,in review,2024-11-12
445,7,Verify current partner agreements for Q1,in review,2024-08-06
445,8,Coordinate training materials for Q1,overdue,2026-03-15
446,1,Organize pending handoff documentation before Friday,approved,2020-05-21
446,2,Publish monthly the quarterly budget — follow-up,in review,2020-07-16
446,3,Finalize meeting notes for Engineering,in progress,2020-05-22
446,4,Implement upcoming meeting notes for leadership review,approved,2020-04-15
446,5,Analyze pending purchase orders this sprint,complete,2020-10-27
446,6,Plan monthly onboarding paperwork this sprint,complete,2020-09-10
446,7,Validate upcoming the quarterly budget — follow-up,in review,2020-06-03
446,8,Monitor inventory counts for Operations — follow-up,in review,2020-09-02
447,1,Plan project milestones for HR this sprint,complete,2025-04-10
447,2,Summarize vendor contracts with legal,approved,2025-02-02
447,3,Plan onboarding paperwork for Engineering with HR,approved,2025-07-02
447,4,Finalize budget variance notes for Marketing with HR,complete,2025-09-26
447,5,Organize software licenses for Q4,approved,2025-03-02
447,6,Update capital expenditure requests for leadership review,complete,2025-10-23
447,7,Monitor pending cross-team dependencies with finance,approved,2025-09-16
447,8,Prioritize pending project milestones with finance,complete,2025-01-30
448,1,Complete project milestones for Operations with finance,in progress,2023-01-22
448,2,Coordinate stakeholder feedback for Engineering with legal,complete,2023-05-04
448,3,Outline current the quarterly budget for Q3,in progress,2023-03-31
448,4,Confirm product requirements for Engineering — follow-up,complete,2022-10-01
448,5,Analyze capital expenditure requests for leadership review,complete,2022-11-19
448,6,Approve sales forecasts (internal),in review,2023-01-28
448,7,Verify release notes for Q3,approved,2023-04-10
448,8,Compile department KPIs for Marketing for Q2,in progress,2023-06-09
449,1,Analyze inventory counts for Marketing — draft,complete,2026-03-20
449,2,Validate weekly vendor contracts for Q3,in progress,2026-09-21
449,3,Approve hiring requisitions for Q1,approved,2026-02-24
449,4,Organize client proposals for Q2,in review,2026-11-18
449,5,Track annual reviews for Engineering for leadership review,approved,2025-08-25
449,6,Update incident reports for Q2,approved,2025-12-22
449,7,Confirm weekly compliance checklists before Friday,in review,2025-12-07
449,8,Update weekly partner agreements before Friday,approved,2025-11-05
450,1,Draft purchase orders for Marketing — follow-up,in progress,2020-09-03
450,2,Document audit findings for Engineering for Q3,in review,2020-08-01
450,3,Submit performance goals — draft,complete,2020-06-16
450,4,Schedule timesheets — follow-up,complete,2020-06-14
450,5,Approve project milestones for Operations,in review,2020-07-15
450,6,Summarize weekly cross-team dependencies for leadership review,approved,2020-07-30
450,7,Validate handoff documentation for HR with finance,in progress,2020-08-18
450,8,Review partner agreements for Finance for Q2,approved,2020-08-21
451,1,Update current product requirements for Q1,complete,2024-03-02
451,2,Reconcile support tickets for Engineering with legal,approved,2024-05-13
451,3,Update payroll exceptions with HR,approved,2024-07-27
451,4,Outline inventory counts (internal),in progress,2024-05-18
451,5,Approve current performance goals for leadership review,in review,2024-04-18
451,6,Validate inventory counts — draft,approved,2024-11-12
451,7,Update budget variance notes for Marketing for leadership review,approved,2024-05-10
451,8,Prepare pending annual reviews with HR,in review,2024-06-24
452,1,Plan pending travel requests — follow-up,in review,2023-10-26
452,2,Prioritize stakeholder feedback (internal),approved,2023-11-04
452,3,Organize current policy updates for leadership review,in review,2023-10-28
452,4,Confirm meeting notes for Engineering for Q1,approved,2023-10-06
452,5,Submit payroll exceptions for leadership review,complete,2023-08-18
452,6,Implement monthly client proposals for Q4,approved,2023-09-24
452,7,Draft performance goals for Sales for Q3,in progress,2023-09-13
452,8,Compile current department KPIs,approved,2023-09-04
453,1,Review expense reports for Marketing this sprint,approved,2024-02-06
453,2,Finalize sales forecasts for Q2,approved,2022-08-25
453,3,Prepare software licenses — follow-up,complete,2023-08-20
453,4,Summarize monthly risk registers for Q3,complete,2023-05-30
453,5,Verify upcoming risk registers for Q2,in review,2023-08-22
453,6,Plan weekly handoff documentation — follow-up,in progress,2023-11-20
453,7,Publish onboarding paperwork — draft,in review,2023-12-18
453,8,Publish pending scope change requests before Friday,approved,2022-08-19
454,1,Finalize department KPIs for Q1,in progress,2022-06-07
454,2,Compile hiring requisitions for Marketing with HR,approved,2022-05-31
454,3,Review release notes with legal,in progress,2022-02-17
454,4,Review monthly purchase orders for Q2,complete,2022-05-03
454,5,Confirm product requirements for Sales for leadership review,in review,2022-02-27
454,6,Draft pending equipment orders — draft,in progress,2022-11-26
454,7,Validate project milestones with HR,complete,2023-03-10
454,8,Submit risk registers (internal),complete,2021-12-30
455,1,Monitor marketing briefs for Q4,complete,2023-12-18
455,2,Monitor invoice approvals with finance,in progress,2023-04-25
455,3,Outline support tickets for leadership review,approved,2023-10-28
455,4,Implement release notes with finance,in progress,2023-12-07
455,5,Audit risk registers this sprint,in review,2023-06-22
455,6,Outline hiring requisitions for Marketing for Q2,approved,2023-09-23
455,7,Reconcile hiring requisitions for Sales before Friday,complete,2023-06-22
455,8,Schedule current vendor contracts with legal,approved,2023-11-07
456,1,Submit data backups for HR for Q2,in progress,2020-11-21
456,2,Collect product requirements for Q4,complete,2020-09-26
456,3,Approve monthly inventory counts for Q2,in review,2020-05-22
456,4,Document the quarterly budget with legal,approved,2020-07-04
456,5,Plan pending inventory counts for Q2,approved,2020-09-20
456,6,Finalize onboarding paperwork for Q3,in review,2020-06-15
456,7,Summarize security assessments before Friday,in review,2020-07-31
456,8,Reconcile annual reviews for Marketing for leadership review,complete,2020-09-16
457,1,Track policy updates (internal),approved,2021-06-18
457,2,Archive expense reports for leadership review,in progress,2021-05-31
457,3,Approve handoff documentation for Engineering for Q3,complete,2021-09-08
457,4,Finalize equipment orders for Engineering with finance,complete,2022-03-09
457,5,Collect benefits enrollment for Marketing before Friday,in review,2020-10-17
457,6,Prioritize compliance checklists with HR,in review,2021-11-24
457,7,Analyze scope change requests for Finance for leadership review,in review,2021-02-25
457,8,Verify upcoming product requirements with finance,in progress,2021-08-15
458,1,Collect vendor contracts this sprint,in progress,2020-02-23
458,2,Analyze invoice approvals with legal,in progress,2020-02-27
458,3,Outline project milestones for Sales before Friday,in review,2020-02-20
458,4,Audit security assessments for Q3,in review,2020-02-15
458,5,Collect incident reports for Finance with HR,in review,2020-02-14
458,6,Review monthly timesheets — follow-up,in progress,2020-02-26
458,7,Complete current timesheets for Q3,approved,2020-01-28
458,8,Review cross-team dependencies for Q4,in progress,2020-01-31
459,1,Plan hiring requisitions — draft,complete,2024-05-05
459,2,Review timesheets for Marketing before Friday,overdue,2024-04-26
459,3,Compile facility access requests for Sales with HR,complete,2024-03-11
459,4,Reconcile pending risk registers this sprint,in review,2024-04-23
459,5,Analyze product requirements — follow-up,in review,2024-02-26
459,6,Coordinate policy updates for Sales before Friday,approved,2024-02-21
459,7,Implement client proposals with HR,in progress,2024-04-09
459,8,Track vendor contracts for Q4,approved,2024-03-23
460,1,Audit pending expense reports before Friday,in progress,2022-12-30
460,2,Complete benefits enrollment for Operations (internal),in review,2023-03-17
460,3,Approve inventory counts for Q3,approved,2022-10-12
460,4,Collect invoice approvals for Q3,complete,2022-12-18
460,5,Approve weekly audit findings with finance,in progress,2023-02-21
460,6,Organize sales forecasts for Engineering with HR,complete,2022-12-28
460,7,Reconcile weekly hiring requisitions this sprint,approved,2023-03-17
460,8,Collect pending travel requests,overdue,2022-11-13
461,1,Monitor security assessments for HR before Friday,overdue,2023-09-15
461,2,Complete handoff documentation for Operations with HR,complete,2023-11-18
461,3,Prioritize weekly meeting notes with HR,in review,2023-09-01
461,4,Prioritize monthly sales forecasts,in progress,2024-01-26
461,5,Track handoff documentation for HR (internal),in review,2024-01-19
461,6,Draft cross-team dependencies for HR with HR,in review,2023-08-20
461,7,Collect pending data backups — draft,complete,2023-11-10
461,8,Prepare department KPIs for Finance — follow-up,complete,2024-01-01
462,1,Document pending policy updates for Q3,in review,2022-12-06
